number,value,datetime_start,datetime_complete,duration,params_dropout,params_embDim,params_hiddenDim,params_learningRate,params_teacherForcingDecay,params_tokenizationMethod,params_vocabSize,user_attrs_exemplesTraduction,user_attrs_resourceConstructionSeconds,user_attrs_tokenizationConfig,user_attrs_vocabSizeObtained,state,durationSeconds
11,7.332663256316391,2026-09-13 16:40:36.861643,2026-09-13 16:46:22.474522,0 days 00:05:45.612879,0.30000000000000004,128,1024,0.004760771731716598,0.8799999999999999,unigram,4840,,2.214042699895799,unigram4840,4840,PRUNED,345.612879
12,6.71504716774645,2026-09-13 16:46:22.504143,2026-09-13 16:52:32.807696,0 days 00:06:10.303553,0.1,256,1024,0.001842179646583003,0.87,bpe,5164,,5.752616799902171,bpe5164,5164,PRUNED,370.303553
13,9.51243401279158,2026-09-13 16:52:32.911015,2026-09-13 17:05:15.045921,0 days 00:12:42.134906,0.25,256,1024,0.0031330077571715843,0.8999999999999999,unigram,5251,,17.671258899965324,unigram5251,5251,PRUNED,762.134906
14,6.3244888451673225,2026-09-13 17:05:15.153315,2026-09-13 17:12:32.993038,0 days 00:07:17.839723,0.05,256,1024,0.0017660919067081602,1.0,bpe,7936,,5.850707000005059,bpe7936,7936,PRUNED,437.839723
15,4.317469618000603,2026-09-13 17:12:33.098587,2026-09-13 17:18:42.791026,0 days 00:06:09.692439,0.25,256,1024,0.0010248953662078384,0.94,bpe,4283,,5.466275000013411,bpe4283,4283,PRUNED,369.692439
16,7.422203292427792,2026-09-13 17:18:42.893110,2026-09-13 17:39:25.495124,0 days 00:20:42.602014,0.05,256,1024,0.004637393945903636,0.85,unigram,6048,,18.77887269994244,unigram6048,6048,PRUNED,1242.602014
17,9.28357395203646,2026-09-13 17:39:25.609939,2026-09-13 17:49:46.669854,0 days 00:10:21.059915,0.2,256,768,0.0022161649118373618,0.7,unigram,7035,,17.504416199983098,unigram7035,7035,PRUNED,621.059915
18,3.8852102789519436,2026-09-13 17:49:46.765058,2026-09-13 17:51:30.182968,0 days 00:01:43.417910,0.35000000000000003,256,256,0.002804337591845205,0.9099999999999999,bpe,4241,,5.566423199954443,bpe4241,4241,PRUNED,103.41791
19,6.630250878681172,2026-09-13 17:51:30.262488,2026-09-13 17:54:31.378256,0 days 00:03:01.115768,0.05,128,512,0.0038682121485496684,0.77,bpe,5756,,5.640663200058043,bpe5756,5756,PRUNED,181.115768
20,9.797343461716688,2026-09-13 17:54:31.474045,2026-09-13 18:06:10.744657,0 days 00:11:39.270612,0.1,256,1024,0.0019992775728093944,0.84,unigram,2089,,17.772965700016357,unigram2089,2089,PRUNED,699.270612
21,5.3179296183404325,2026-09-13 18:06:10.857379,2026-09-13 18:13:20.021818,0 days 00:07:09.164439,0.0,256,1024,0.0014229802107722854,0.97,bpe,6969,,5.804311399930157,bpe6969,6969,PRUNED,429.164439
22,5.924819069464977,2026-09-13 18:13:20.128479,2026-09-13 18:20:27.378595,0 days 00:07:07.250116,0.0,256,1024,0.002739702350605037,0.99,unigram,6353,,24.482685199938715,unigram6353,6353,PRUNED,427.250116
23,6.415905330694019,2026-09-13 18:20:27.492534,2026-09-13 18:27:54.720890,0 days 00:07:27.228356,0.1,256,1024,0.0027372247341457302,0.9199999999999999,unigram,6709,,18.185325000085868,unigram6709,6709,PRUNED,447.228356
24,11.917817122259901,2026-09-13 18:27:54.839226,2026-09-13 19:15:40.305957,0 days 00:47:45.466731,0.0,256,1024,0.002489128173594996,1.0,unigram,5777,"[{'source': 'il se peut que le bonheur qui nous attend là-bas ne soit pas du tout le genre de bonheur que nous voudrions', 'hypothese': ""he ca n't believe each other than us weed at the hubs"", 'reference': 'it may be that the happiness awaiting us is not at all the sort of happiness we would want'}, {'source': ""c' est dommage quand quelqu'un meurt"", 'hypothese': ""it 's a deter-inford meting someone"", 'reference': ""it 's a pity when somebody dies""}, {'source': 'je ne peux pas réfléchir avec ce bruit dit-elle en fixant des yeux la machine à écrire', 'hypothese': ""i ca n't stand that much noise the entire rainy"", 'reference': ""i ca n't think with that noise she said as she stared at the typewriter""}]",18.386902799946256,unigram5777,5777,COMPLETE,2865.466731
25,12.03080115326002,2026-09-13 19:15:40.346980,2026-09-13 20:10:02.667261,0 days 00:54:22.320281,0.05,256,1024,0.001572688668155666,0.97,unigram,5661,"[{'source': 'il se peut que le bonheur qui nous attend là-bas ne soit pas du tout le genre de bonheur que nous voudrions', 'hypothese': ""it may be the best who that you are n't planning to us who 've known all"", 'reference': 'it may be that the happiness awaiting us is not at all the sort of happiness we would want'}, {'source': ""c' est dommage quand quelqu'un meurt"", 'hypothese': ""this is a pincip when we 're got to begin"", 'reference': ""it 's a pity when somebody dies""}, {'source': 'je ne peux pas réfléchir avec ce bruit dit-elle en fixant des yeux la machine à écrire', 'hypothese': ""i ca n't see about the thought about it in the telephone of a hotel reportckly"", 'reference': ""i ca n't think with that noise she said as she stared at the typewriter""}]",17.240867599961348,unigram5661,5661,COMPLETE,3262.320281
26,6.8386400866555785,2026-09-13 20:10:02.703049,2026-09-13 20:17:12.610614,0 days 00:07:09.907565,0.05,256,1024,0.001532679771428783,0.97,unigram,5618,,16.837701000040397,unigram5618,5618,PRUNED,429.907565
27,1.6962164895104341,2026-09-13 20:17:12.715188,2026-09-13 20:19:03.721967,0 days 00:01:51.006779,0.05,128,256,0.0010766549644167067,0.97,unigram,4546,,17.667497899965383,unigram4546,4546,PRUNED,111.006779
28,3.501183623463543,2026-09-13 20:19:03.814900,2026-09-13 20:22:51.218179,0 days 00:03:47.403279,0.0,256,512,0.0011735182635519436,0.9299999999999999,unigram,7463,,18.239082400104962,unigram7463,7463,PRUNED,227.403279
29,6.3821415746605945,2026-09-13 20:22:51.323933,2026-09-13 20:27:47.131303,0 days 00:04:55.807370,0.1,256,768,0.0037955773341321808,0.98,unigram,5525,,17.152117499965243,unigram5525,5525,PRUNED,295.80737
30,12.457704491657038,2026-09-13 20:27:47.249241,2026-09-13 21:03:26.388271,0 days 00:35:39.139030,0.0,256,1024,0.0024238590666922992,1.0,unigram,6663,"[{'source': 'il se peut que le bonheur qui nous attend là-bas ne soit pas du tout le genre de bonheur que nous voudrions', 'hypothese': ""there may not be the astronaut of the truth we 've ever waiting for another"", 'reference': 'it may be that the happiness awaiting us is not at all the sort of happiness we would want'}, {'source': ""c' est dommage quand quelqu'un meurt"", 'hypothese': ""it is a tanivol when it 's only food"", 'reference': ""it 's a pity when somebody dies""}, {'source': 'je ne peux pas réfléchir avec ce bruit dit-elle en fixant des yeux la machine à écrire', 'hypothese': ""i ca n't spirt believe that the people on the fight have a burner"", 'reference': ""i ca n't think with that noise she said as she stared at the typewriter""}]",17.860032700002193,unigram6663,6663,COMPLETE,2139.13903
31,7.61601208844118,2026-09-13 21:03:26.425889,2026-09-13 21:10:51.322895,0 days 00:07:24.897006,0.05,256,1024,0.0015756823499630435,0.96,unigram,6597,,17.33386979997158,unigram6597,6597,PRUNED,444.897006
32,11.401171596067721,2026-09-13 21:10:51.436187,2026-09-13 21:38:46.933920,0 days 00:27:55.497733,0.0,256,1024,0.002493732125320022,1.0,unigram,5945,"[{'source': 'il se peut que le bonheur qui nous attend là-bas ne soit pas du tout le genre de bonheur que nous voudrions', 'hypothese': ""it ca n't wh it just what we 're just doing that we 're not to vote"", 'reference': 'it may be that the happiness awaiting us is not at all the sort of happiness we would want'}, {'source': ""c' est dommage quand quelqu'un meurt"", 'hypothese': ""this is the menubitive when you 'll get away"", 'reference': ""it 's a pity when somebody dies""}, {'source': 'je ne peux pas réfléchir avec ce bruit dit-elle en fixant des yeux la machine à écrire', 'hypothese': ""i ca n't trust the lamb for junk food for its into raget on purpose"", 'reference': ""i ca n't think with that noise she said as she stared at the typewriter""}]",18.700718200067058,unigram5945,5945,COMPLETE,1675.497733
33,9.824640395778262,2026-09-13 21:38:46.976832,2026-09-13 21:53:38.893873,0 days 00:14:51.917041,0.0,256,1024,0.003040425268673043,1.0,unigram,7411,,2.6886918999953195,unigram7411,7411,PRUNED,891.917041
34,7.3089441316906845,2026-09-13 21:53:38.990666,2026-09-13 22:00:35.776845,0 days 00:06:56.786179,0.1,256,1024,0.0024782990994046085,0.98,unigram,5171,,17.683559900033288,unigram5171,5171,PRUNED,416.786179
35,4.694845242151952,2026-09-13 22:00:35.894208,2026-09-13 22:04:10.130477,0 days 00:03:34.236269,0.0,128,512,0.0021026751306223194,0.94,unigram,6672,,24.43726619996596,unigram6672,6672,PRUNED,214.236269
36,6.378129288188858,2026-09-13 22:04:10.240902,2026-09-13 22:10:32.487386,0 days 00:06:22.246484,0.05,256,1024,0.002393972391594729,0.95,unigram,3886,,17.981394100002944,unigram3886,3886,PRUNED,382.246484
37,7.6444982604913605,2026-09-13 22:10:32.596950,2026-09-13 22:15:17.199690,0 days 00:04:44.602740,0.0,256,768,0.0028935438071842974,0.99,unigram,5841,,17.641697000013664,unigram5841,5841,PRUNED,284.60274
38,6.932572248361393,2026-09-13 22:15:17.303492,2026-09-13 22:21:53.187427,0 days 00:06:35.883935,0.15000000000000002,256,1024,0.00192259843993928,0.96,unigram,5426,,24.958477100008167,unigram5426,5426,PRUNED,395.883935
39,3.368521065464725,2026-09-13 22:21:53.299062,2026-09-13 22:24:42.340431,0 days 00:02:49.041369,0.1,128,512,0.0012175724554252879,0.98,unigram,4850,,17.514781399979256,unigram4850,4850,PRUNED,169.041369
40,6.651156532583848,2026-09-13 22:24:42.449870,2026-09-13 22:32:17.915861,0 days 00:07:35.465991,0.05,256,1024,0.0016029771297240622,1.0,unigram,7299,,16.804509099922143,unigram7299,7299,PRUNED,455.465991
